cast_id,character,credit_id,gender,id,name,order
17,Camille Montes,52fe43b29251416c7501aab5,1,18182,Olga Kurylenko,1
18,Dominic Greene,52fe43b29251416c7501aab9,2,8789,Mathieu Amalric,2
19,M,52fe43b29251416c7501aabd,1,5309,Judi Dench,3
20,Ren\u00e9 Mathis,52fe43b29251416c7501aac1,2,3753,Giancarlo Giannini,4
21,Strawberry Fields,52fe43b39251416c7501aac5,1,59620,Gemma Arterton,5
4,James Norrington,52fe4211c3a36847f8001827,2,1709,Jack Davenport,5
5,John Reid / The Lone Ranger,52fe4928c3a36847f818be9d,2,53807,Armie Hammer,1
9,Butch Cavendish,52fe4928c3a36847f818bead,2,886,William Fichtner,2
8,Red Harrington,52fe4928c3a36847f818bea9,1,1283,Helena Bonham Carter,3
6,Dan Reid,52fe4928c3a36847f818bea1,2,18473,James Badge Dale,4
7,Latham Cole,52fe4928c3a36847f818bea5,2,207,Tom Wilkinson,5
9,General Zod,52fe4799c3a36847f813e61b,2,335,Michael Shannon,2
10,Jonathan Kent,52fe4799c3a36847f813e61f,2,1269,Kevin Costner,3
8,Jor-El,52fe4799c3a36847f813e617,2,934,Russell Crowe,5
1,Prince Caspian,52fe4358c3a36847f804d6ad,2,25130,Ben Barnes,0
3,Peter Pevensie,52fe4358c3a36847f804d6b5,2,5528,William Moseley,1
4,Susan Pevensie,52fe4358c3a36847f804d6b9,1,5529,Anna Popplewell,2
36,Edmund Pevensie,52fe4359c3a36847f804d757,2,5527,Skandar Keynes,3
2,Lucy Pevensie,52fe4358c3a36847f804d6b1,1,5526,Georgie Henley,4
5,King Miraz,52fe4358c3a36847f804d6bd,2,2166,Sergio Castellitto,5
7,Angelica Teach,52fe431cc3a36847f803aef5,1,955,Pen\u00e9lope Cruz,1
2,"Captain Edward \""Blackbeard\"" Teach",52fe431cc3a36847f803aed9,2,6972,Ian McShane,2
13,Joshamee Gibbs,52fe431cc3a36847f803af09,2,2449,Kevin McNally,3
8,Captain Hector Barbossa,52fe431cc3a36847f803aef9,2,118,Geoffrey Rush,4
21,Philip Swift,52fe431cc3a36847f803af2d,2,237455,Sam Claflin,5
4,Agent J,52fe45b7c3a36847f80d6875,2,2888,Will Smith,0
5,Agent K,52fe45b7c3a36847f80d6879,2,2176,Tommy Lee Jones,1
6,Young Agent K,52fe45b7c3a36847f80d687d,2,16851,Josh Brolin,2
15,Griffin,52fe45b7c3a36847f80d68a9,2,72873,Michael Stuhlbarg,3
10,Agent O,52fe45b7c3a36847f80d6893,1,7056,Emma Thompson,4
31,Boris The Animal,52fe45b7c3a36847f80d6901,0,55936,Jemaine Clement,5
10,Bilbo Baggins,52fe4a87c3a368484e158b93,2,7060,Martin Freeman,0
20,Gandalf,52fe4a87c3a368484e158bb7,2,1327,Ian McKellen,1
17,Thorin Oakenshield,52fe4a87c3a368484e158bab,2,30315,Richard Armitage,2
30,Balin,52fe4a88c3a368484e158bdf,2,25136,Ken Stott,3
27,Dwalin,52fe4a87c3a368484e158bd3,2,95047,Graham McTavish,4
35,Bifur,52fe4a88c3a368484e158bf3,2,67123,William Kircher,5
56,Peter Parker / Spider-Man,531325d5c3a368299b0040db,2,37625,Andrew Garfield,0
57,Gwen Stacy,531325e8c3a36829ef003f5b,1,54693,Emma Stone,1
58,Dr. Curt Connors / The Lizard,53132617c3a3682a10003f35,2,7026,Rhys Ifans,2
59,Captain Stacy,53132630c3a3682a02003f68,2,5724,Denis Leary,3
62,Richard Parker,5362ad880e0a261df80003b3,2,55152,Campbell Scott,4
60,Rajit Ratha,53132647c3a368299b0040e8,2,76793,Irrfan Khan,5
2,Marion Loxley,52fe43f2c3a368484e00769d,1,112,Cate Blanchett,1
14,Sir Walter Loxley,52fe43f2c3a368484e0076dd,2,2201,Max von Sydow,2
13,William Marshal,52fe43f2c3a368484e0076d9,2,227,William Hurt,3
15,Prince John,52fe43f2c3a368484e0076e1,2,25072,Oscar Isaac,5
43,Lyra Belacqua,52fe4348c3a36847f80486af,1,45589,Dakota Blue Richards,0
21,Marisa Coulter,52fe4348c3a36847f8048651,1,2227,Nicole Kidman,1
25,Lee Scoresby,52fe4348c3a36847f804865d,2,16431,Sam Elliott,3
24,Serafina Pekkala,52fe4348c3a36847f8048659,1,10912,Eva Green,4
45,Pantalaimon (voice),52fe4348c3a36847f80486b7,2,1281,Freddie Highmore,5
5,Ann Darrow,52fe422ec3a36847f800a19f,1,3489,Naomi Watts,0
6,Carl Denham,52fe422ec3a36847f800a1a3,2,70851,Jack Black,1
7,Jack Driscoll,52fe422ec3a36847f800a1a7,2,3490,Adrien Brody,2
8,Captain Englehorn,52fe422ec3a36847f800a1ab,2,3491,Thomas Kretschmann,3
9,Preston,52fe422ec3a36847f800a1af,2,3492,Colin Hanks,4
10,Kong / Lumpy,52fe422ec3a36847f800a1b3,2,1333,Andy Serkis,5
20,Rose DeWitt Bukater,52fe425ac3a36847f80179cb,1,204,Kate Winslet,0
21,Jack Dawson,52fe425ac3a36847f80179cf,2,6193,Leonardo DiCaprio,1
22,Ruth Dewitt Bukater,52fe425ac3a36847f80179d3,1,3713,Frances Fisher,2
23,Caledon 'Cal' Hockley,52fe425ac3a36847f80179d7,2,1954,Billy Zane,3
24,Molly Brown,52fe425ac3a36847f80179db,1,8534,Kathy Bates,4
25,Old Rose,52fe425ac3a36847f80179df,1,8535,Gloria Stuart,5
15,Bucky Barnes / Winter Soldier,54b95c039251411d77004980,2,60898,Sebastian Stan,3
17,Sam Wilson / Falcon,54ce33afc3a3687f92005096,2,53650,Anthony Mackie,4
27,Lieutenant James Rhodes / War Machine,554ba7adc3a3685e630024fe,2,1896,Don Cheadle,5
8,Commander Stone Hopper,52fe469ec3a36847f8108cd7,2,28846,Alexander Skarsg\u00e5rd,1
4,Petty Officer Cora 'Weps' Raikes,52fe469ec3a36847f8108ccf,1,131519,Rihanna,2
6,Sam,52fe469ec3a36847f8108cd3,1,131520,Brooklyn Decker,3
21,Captain Yugi Nagata,52fe469ec3a36847f8108d1b,2,13275,Tadanobu Asano,4
9,Admiral Shane,52fe469ec3a36847f8108cdb,2,3896,Liam Neeson,5
10,Owen Grady,5311015a9251410fe600151d,2,73457,Chris Pratt,0
9,Vic Hoskins,5.31E+30,2,7132,Vincent D'Onofrio,3
13,Zach Mitchell,5311018d925141102a001455,2,1108907,Nick Robinson,4
14,Gray Mitchell,5311019592514110130014ee,2,17181,Ty Simpkins,5
12,Silva,52fe46689251416c91053759,2,3810,Javier Bardem,2
15,Eve,52fe46689251416c91053765,1,2038,Naomie Harris,4
19,S\u00e9v\u00e9rine,52fe46689251416c9105376d,1,1030261,B\u00e9r\u00e9nice Marlohe,5
28,Dr. Otto Octavius / Doctor Octopus,52fe4252c3a36847f801508b,2,658,Alfred Molina,3
35,May Parker,52fe4252c3a36847f80150a7,1,18998,Rosemary Harris,4
6,"Virginia \""Pepper\"" Potts",52fe479fc3a368484e0d157b,1,12052,Gwyneth Paltrow,1
35,Aldrich Killian / The Mandarin,52fe47a0c3a368484e0d15eb,2,529,Guy Pearce,3
13,Maya Hansen,52fe479fc3a368484e0d158b,1,15556,Rebecca Hall,4
14,Happy Hogan,52fe479fc3a368484e0d158f,2,15277,Jon Favreau,5
7,Alice Kingsleigh,52fe44c09251416c7503fb2d,1,76070,Mia Wasikowska,0
6,The Knave of Hearts,52fe44c09251416c7503fb29,2,1064,Crispin Glover,4
11,Charles Kingsleigh,52fe44c09251416c7503fb31,2,20982,Marton Csokas,5
4,Logan / Wolverine,52fe45ff9251416c910459eb,2,6968,Hugh Jackman,0
5,Ororo Munroe / Storm,52fe45ff9251416c910459ef,1,4587,Halle Berry,1
7,Charles Xavier / Professor X,52fe45ff9251416c910459f7,2,2387,Patrick Stewart,3
8,Jean Grey / Phoenix,52fe45ff9251416c910459fb,1,10696,Famke Janssen,4
9,Marie D'Ancanto / Rogue,52fe45ff9251416c910459ff,1,10690,Anna Paquin,5
6,"Michael \""Mike\"" Wazowski (voice)",52fe4675c3a368484e091dcd,2,7904,Billy Crystal,0
5,"James P. \""Sulley\"" Sullivan (voice)",52fe4675c3a368484e091dc9,2,1230,John Goodman,1
3,Randall Boggs (voice),52fe4675c3a368484e091dc5,2,884,Steve Buscemi,2
10,Dean Hardscrabble (voice),52fe4675c3a368484e091dd7,1,15735,Helen Mirren,3
35,Young Mike (voice),52fe4675c3a368484e091e35,0,1271300,Noah Johnston,4
27,Scott \u201cSquishy\u201d Squibbles (voice),52fe4675c3a368484e091e19,2,21198,Peter Sohn,5
5,Sam Witwicky,52fe44a3c3a36847f80a19f3,2,10959,Shia LaBeouf,0
6,Mikaela Banes,52fe44a3c3a36847f80a19f7,1,19537,Megan Fox,1
7,Captain Lennox,52fe44a3c3a36847f80a19fb,2,19536,Josh Duhamel,2
8,College Professor,52fe44a3c3a36847f80a19ff,2,11678,Rainn Wilson,3
9,USAF Tech Sergeant Epps,52fe44a3c3a36847f80a1a03,2,8169,Tyrese Gibson,4
10,Agent Simmons,52fe44a3c3a36847f80a1a07,2,1241,John Turturro,5
6,Cade Yeager,52fe48cc9251416c750b3ad1,2,13240,Mark Wahlberg,0
8,Joshua,52fe48cc9251416c750b3ad9,2,2283,Stanley Tucci,1
17,Harold Attinger,5379f470c3a368553a005bbc,2,7090,Kelsey Grammer,2
7,Tessa Yeager,52fe48cc9251416c750b3ad5,1,61186,Nicola Peltz,3
11,Shane,52fe48cc9251416c750b3ae7,2,1007683,Jack Reynor,4
13,Savoy,52fe48cc9251416c750b3aef,2,39389,Titus Welliver,5
5,Theodora,52fe47a1c3a368484e0d19e1,1,18973,Mila Kunis,1
4,Evanora,52fe47a1c3a368484e0d19dd,1,3293,Rachel Weisz,2
7,Annie / Glinda,52fe47a1c3a368484e0d19e9,1,1812,Michelle Williams,3
8,Frank / Finley,52fe47a1c3a368484e0d19ed,2,5367,Zach Braff,4
9,Master Tinker,52fe47a1c3a368484e0d19f1,2,8854,Bill Cobbs,5
6,Max Dillon / Electro,52fe4a07c3a36847f81b4783,2,134,Jamie Foxx,2
5,Harry Osborn / Green Goblin,52fe4a07c3a36847f81b477f,2,122889,Dane DeHaan,3
31,Mary Parker,5339838b9251417da1004a01,1,6368,Embeth Davidtz,5
44,Sam Flynn,52fe43ebc3a368484e005d19,2,9828,Garrett Hedlund,0
37,Kevin Flynn / Clu,52fe43ebc3a368484e005cfd,2,1229,Jeff Bridges,1
3,Quorra,52fe43eac3a368484e005c81,1,59315,Olivia Wilde,2
39,Alan Bradley / Tron,52fe43ebc3a368484e005d05,2,2547,Bruce Boxleitner,3
25,Siren,52fe43eac3a368484e005cd9,1,60033,Yaya DaCosta,4
28,Siren,52fe43eac3a368484e005cdd,1,86268,Serinda Swan,5
4,Lightning McQueen (voice),52fe477fc3a36847f813927b,2,887,Owen Wilson,0
12,Mater (voice),52fe4780c3a36847f813929b,2,15897,Larry the Cable Guy,1
6,Holley Shiftwell (voice),52fe477fc3a36847f8139283,1,1246,Emily Mortimer,3
26,Sir Miles Axlerod (voice),52fe4780c3a36847f81392e7,2,1926,Eddie Izzard,5
6,Hal Jordan / Green Lantern,52fe46a3c3a36847f8109e9d,2,10859,Ryan Reynolds,0
7,Carol Ferris,52fe46a3c3a36847f8109ea1,1,59175,Blake Lively,1
8,Hector Hammond,52fe46a3c3a36847f8109ea5,2,133,Peter Sarsgaard,2
9,Senator Hammond,52fe46a3c3a36847f8109ea9,2,504,Tim Robbins,3
11,Abin Sur,52fe46a3c3a36847f8109eb1,2,7242,Temuera Morrison,5
6,Woody (voice),52fe433f9251416c7500915d,2,31,Tom Hanks,0
9,Buzz Lightyear (voice),52fe433f9251416c75009169,2,12898,Tim Allen,1
17,Lotso (voice),52fe433f9251416c75009185,2,13726,Ned Beatty,2
8,Jessie the Yodeling Cowgirl (voice),52fe433f9251416c75009165,1,3234,Joan Cusack,3
7,Ken (voice),52fe433f9251416c75009161,2,2232,Michael Keaton,4
10,Stretch the Octopus (voice),52fe433f9251416c7500916d,1,2395,Whoopi Goldberg,5
3,Kyle Reese,52fe424ec3a36847f8013fc1,2,21028,Anton Yelchin,2
7,Blair Williams,52fe424ec3a36847f8013fd1,1,56455,Moon Bloodgood,3
17,Dominic Toretto,5431dfd10e0a265915002c34,2,12835,Vin Diesel,0
19,Brian O'Conner,5431dfe4c3a3681143002b98,2,8167,Paul Walker,1
18,Hobbs,5431dfdbc3a36831a6004376,2,18918,Dwayne Johnson,2
31,Tej (as Chris 'Ludacris' Bridges),5431e0520e0a2658b2002c3c,2,8171,Ludacris,5
4,Gerry Lane,52fe485dc3a368484e0f5061,2,287,Brad Pitt,0
6,Karen Lane,52fe485dc3a368484e0f5065,1,175826,Mireille Enos,1
14,Rachel Lane,52fe485dc3a368484e0f5075,1,1027850,Abigail Hargrove,2
55,Constance Lane,55893f3ac3a3682210000bf2,1,1186840,Sterling Jerins,3
8,Andrew Fassbach,52fe485dc3a368484e0f506d,2,78050,Elyes Gabel,5
4,Charles Xavier / Professor X (Young),52fe4affc3a368484e171fff,2,5530,James McAvoy,1
5,Erik Lehnsherr / Magneto (Young),52fe4affc3a368484e172003,2,17288,Michael Fassbender,2
7,Raven Darkholme / Mystique,52fe4affc3a368484e17200b,1,72129,Jennifer Lawrence,3
2,James T. Kirk,52fe488dc3a36847f816d779,2,62064,Chris Pine,0
6,Spock,52fe488dc3a36847f816d785,2,17306,Zachary Quinto,1
17,Dr. Leonard 'Bones' McCoy,52fe488dc3a36847f816d7ab,2,1372,Karl Urban,3
3,Montgomery 'Scotty' Scott,52fe488dc3a36847f816d77d,2,11108,Simon Pegg,4
7,Hikaru Sulu,52fe488dc3a36847f816d789,2,68842,John Cho,5
7,Jack,52fe47ef9251416c9107aa2f,2,3292,Nicholas Hoult,0
15,Princess Isabelle,52fe47ef9251416c9107aa4b,1,73357,Eleanor Tomlinson,1
6,Elmont,52fe47ef9251416c9107aa2b,2,3061,Ewan McGregor,2
13,Crawe,52fe47ef9251416c9107aa47,2,1665,Eddie Marsan,5
3,Daisy Buchanan,52fe46e3c3a368484e0a9787,1,36662,Carey Mulligan,2
8,Tom Buchanan,52fe46e3c3a368484e0a979b,2,33192,Joel Edgerton,3
6,Jordan Baker,52fe46e3c3a368484e0a9793,1,1133349,Elizabeth Debicki,4
4,Myrtle Wilson,52fe46e3c3a368484e0a978b,1,52848,Isla Fisher,5
5,Prince Dastan,52fe4507c3a36847f80b80e5,2,131,Jake Gyllenhaal,0
7,Nizam,52fe4507c3a36847f80b80ed,2,2282,Ben Kingsley,1
6,Seso,52fe4507c3a36847f80b80e9,2,55412,Steve Toussaint,3
8,Garsiv,52fe4507c3a36847f80b80f1,2,20286,Toby Kebbell,4
9,Tus,52fe4507c3a36847f80b80f5,2,52890,Richard Coyle,5
2,Stacker Pentecost,52fe47a0c3a368484e0d1845,2,17605,Idris Elba,0
3,Raleigh Becket,52fe47a0c3a368484e0d1849,2,56365,Charlie Hunnam,1
4,Dr. Newton Geiszler,52fe47a0c3a368484e0d184d,2,95101,Charlie Day,2
7,Gottlieb,52fe47a0c3a368484e0d185b,0,39659,Burn Gorman,4
8,Mako Mori,52fe47a0c3a368484e0d185f,0,18054,Rinko Kikuchi,5
5,Bruce Brazos,52fe46af9251416c9105c5f9,2,6949,John Malkovich,1
6,Jerry Wang,52fe46af9251416c9105c5fd,2,83586,Ken Jeong,2
7,National Intelligence Director,52fe46af9251416c9105c601,1,3910,Frances McDormand,3
4,Indiana Jones,52fe4227c3a36847f8008477,2,3,Harrison Ford,0
12,'Mac' George Michale,52fe4228c3a36847f80084a1,2,5538,Ray Winstone,3
13,Marion Ravenwood,52fe4228c3a36847f80084a5,1,650,Karen Allen,4
14,Professor Oxley,52fe4228c3a36847f80084a9,2,5049,John Hurt,5
20,Arlo (voice),557c3441c3a3686328001d2f,0,963134,Raymond Ochoa,0
23,Spot (voice),557c348092514153a40017e9,0,1476748,Jack Bright,1
21,Poppa (voice),557c3460c3a368632b00188d,2,2954,Jeffrey Wright,2
34,Young Libby (voice),56553466c3a3681982000efb,0,1540680,Maleah Nipay-Padilla,4
35,Young Buck (voice),56553470c3a3681996000fdc,0,1540681,Ryan Teeple,5
1,M\u00e9rida (voice),52fe4674c3a368484e0918ef,1,9015,Kelly Macdonald,0
2,The Witch (voice),52fe4674c3a368484e0918f3,1,477,Julie Walters,1
3,King Fergus (voice),52fe4674c3a368484e0918f7,0,9188,Billy Connolly,2
5,Lord MacGuffin / Young MacGuffin (voice),52fe4674c3a368484e0918ff,2,9013,Kevin McKidd,4
6,Lord Macintosh (voice),52fe4674c3a368484e091903,2,24264,Craig Ferguson,5
12,WALL\u00b7E / M-O (voice),52fe43a29251416c75018111,2,670,Ben Burtt,0
13,EVE (voice),52fe43a29251416c75018115,0,72754,Elissa Knight,1
14,Captain (voice),52fe43a29251416c75018119,2,60074,Jeff Garlin,2
21,"Shelby Forthright, BnL CEO",52fe43a29251416c7501811d,2,20753,Fred Willard,3
22,John (voice),53c61bc6c3a3686251001af8,2,7907,John Ratzenberger,4
24,Mary (voice),5587d7c49251415aa900050f,1,11074,Kathy Najimy,6
25,(voice),5587d7dc9251411e8d0063cc,1,117081,Teresa Ganzel,7
26,Axiom Passenger (voice),5587d7f0c3a368274c006b36,1,35159,Laraine Newman,8
39,AUTO (voice),561be27a9251415a6e0017f1,0,72755,MacInTalk,9
40,Steward Bots (voice),561be2ad9251415a67001bd1,2,59357,Teddy Newton,10
41,Axiom Passenger (voice),561be2c59251415a640016d0,2,78317,Bob Bergen,11
42,Axiom Passenger (voice),561be2d5c3a368225e0016fe,0,167295,John Cygan,12
43,Axiom Passenger (voice),561be2e49251415a67001bdc,2,12890,Pete Docter,13
44,Axiom Passenger (voice),561be2ff9251415a5c001949,2,86006,Paul Eiding,14
45,Axiom Passenger (voice),561be31bc3a368225b0014cc,0,84494,Donald Fullilove,15
46,Axiom Passenger (voice),561be32f9251415a5c001953,2,84495,Jess Harnell,16
47,Axiom Passenger (voice),561be341c3a368225b0014d1,0,214701,Sherry Lynn,17
48,Axiom Passenger (voice),561be35e9251415a6200172d,0,84493,Mickie McGowan,18
49,Axiom Passenger (voice),561be379c3a3682258001976,1,24358,Lori Alan,19
50,Axiom Passenger (voice),561be3939251415a5c001963,0,1443485,Colette Whitaker,20
51,Axiom Passenger (voice),561be3bcc3a368225b0014df,2,157626,Jan Rabson,21
52,Forthright's Advisor (voice),561be3d29251415a67001bfe,2,7882,Jeff Pidgeon,22
53,PR-T (voice),561be3f4c3a3682264001964,1,225986,Lori Richardson,23
54,Lifeguard Bot (voice),561be40b9251415a6b00179b,2,7,Andrew Stanton,24
55,Billboard Announcer (voice),561be439c3a3682251001a2d,0,86007,Jim Ward,25
56,Hoverchair Mother (uncredited),561be4669251415a6b0017ab,0,99639,Kim Kopf,26
57,BURN-E (voice) (uncredited),561be4869251415a6b0017b0,0,7929,Angus MacLane,27
58,Blond Boy in Commercial (uncredited),561be4d49251415a64001719,0,1174938,Garrett Palmer,28
2,Det. James Carter,52fe43fac3a36847f807b565,2,66,Chris Tucker,0
3,Chief Insp. Lee,52fe43fac3a36847f807b569,2,18897,Jackie Chan,1
4,Kenji,52fe43fac3a36847f807b56d,0,9195,Hiroyuki Sanada,2
6,George,52fe43fac3a36847f807b575,2,2245,Yvan Attal,4
7,Det. Revi,52fe43fac3a36847f807b579,2,3556,Roman Polanski,5
1,Jackson Curtis,52fe45d29251416c75063953,2,3036,John Cusack,0
2,Kate Curtis,52fe45d29251416c75063957,1,2956,Amanda Peet,1
3,Adrian Helmsley,52fe45d29251416c7506395b,2,5294,Chiwetel Ejiofor,2
7,Laura Wilson,52fe45d29251416c75063969,1,9030,Thandie Newton,3
12,Carl Anheuser,52fe45d29251416c7506397d,2,17485,Oliver Platt,4
11,Dr. Gordon Silberman,52fe45d29251416c75063979,0,17867,Tom McCarthy,5
10,"Ebenezer Scrooge, Ghost of Christmas Past, Ghost of Christmas Present, Ghost of Christmas Yet To Come",52fe47589251416c75096011,2,206,Jim Carrey,1
13,Funerary Undertaker / Topper,52fe47589251416c75096021,2,78311,Steve Valentine,2
14,Undertaker's Apprentice / Tattered Caroler / Beggar Boy / Peter Cratchit / Well-Dressed Caroler,52fe47589251416c75096025,2,57675,Daryl Sabara,3
15,Tattered Caroler,52fe47589251416c75096029,2,558926,Sage Ryan,4
16,Tattered Caroler / Well-Dressed Caroler,52fe47589251416c7509602d,0,1074139,Amber Gainey Meade,5
5,Caine Wise,52fe494bc3a368484e124467,2,38673,Channing Tatum,1
11,Stinger Apini,52fe494bc3a368484e12447d,2,48,Sean Bean,2
8,Balem Abrasax,52fe494bc3a368484e12446f,2,37632,Eddie Redmayne,3
12,Titus Abrasax,52fe494bc3a368484e124481,2,230680,Douglas Booth,4
9,Kalique Abrasax,52fe494bc3a368484e124473,1,89822,Tuppence Middleton,5
2,Jane Porter,535a4494c3a3684799001315,1,234352,Margot Robbie,1
4,George Washington Williams,54082a910e0a262682001292,2,2231,Samuel L. Jackson,3
12,Chief Mbonga,551b70b69251414aed0017a5,2,938,Djimon Hounsou,4
7,White Witch,52fe4240c3a36847f800fcd9,1,3063,Tilda Swinton,5
22,Moira MacTaggert,54e4525cc3a3685756009ee4,1,9827,Rose Byrne,5
3,Joker,52fe421fc3a36847f8005cbf,2,1810,Heath Ledger,1
15,Harvey Dent,52fe4220c3a36847f8005cf1,2,6383,Aaron Eckhart,2
8,Rachel,52fe421fc3a36847f8005cd5,1,1579,Maggie Gyllenhaal,4
4,Carl Fredricksen (voice),52fe45d19251416c75063875,2,68812,Ed Asner,0
5,Charles Muntz (voice),52fe45d19251416c75063879,2,290,Christopher Plummer,1
6,Russell (voice),52fe45d19251416c7506387d,2,80676,Jordan Nagai,2
7,Dug / Alpha (voice),52fe45d19251416c75063881,2,10,Bob Peterson,3
8,Beta (voice),52fe45d19251416c75063885,2,18792,Delroy Lindo,4
19,Gamma (voice),52fe45d19251416c750638ad,2,7960,Jerome Ranft,5
8,B.O.B. (voice),52fe46639251416c75076a61,2,19274,Seth Rogen,0
9,Susan Murphy / Ginormica (voice),52fe46639251416c75076a65,1,368,Reese Witherspoon,1
10,Dr. Cockroach Ph.D. (voice),52fe46639251416c75076a69,2,41419,Hugh Laurie,2
